25,3205398166
16,4292916949
9,5657910830
23,8369138754
10,19261229433
21,37532682260
1,52905544693
24,59331661972
22,59712390260
6,66615316232
15,76112599849
5,85635440629
12,89506734085
20,97273082907
2,1.19156E+11
3,1.36018E+11
11,1.44999E+11
7,1.80075E+11
17,2.23768E+11
18,2.32083E+11
13,2.57771E+11
8,2.69732E+11
14,2.72277E+11
0,2.86527E+11
19,3.30535E+11
4,4.45155E+11
